date,D_days,tau,n_strikes,alpha,rho,nu,vol_rmse
2023-02-13,46,0.1260273972602739,296,0.17705409576208153,-0.4600571602400045,1.651488267512805,0.015895525856985164
2023-02-13,60,0.1643835616438356,73,0.18338378801918814,-0.6321122213180593,1.416612259801587,0.003942912332348018
2023-02-13,67,0.1835616438356164,553,0.17622249401140327,-0.5504128715644716,1.6653360199600664,0.010372027533850083
2023-02-13,74,0.2027397260273972,282,0.17981794765617246,-0.6691249867922903,1.5369453695332453,0.006718732557867136
2023-02-13,95,0.2602739726027397,504,0.17913974881557154,-0.6025267561179861,1.4329642826718252,0.009552723312395097
2023-02-13,107,0.2931506849315068,155,0.18207902317442862,-0.7100477398066228,1.199894508960362,0.007694307998946352
2023-02-13,123,0.336986301369863,465,0.18268416698648798,-0.6605767997615682,1.2659382851535126,0.006602796828418351
2023-02-13,137,0.3753424657534246,314,0.18563414772284892,-0.7400751410748935,1.1831864706567585,0.006133451471830423
2023-02-13,158,0.4328767123287671,201,0.18454193873168936,-0.7169593232588811,1.219334854752694,0.003435014598781508
2023-02-13,168,0.4602739726027397,126,0.18544783862353348,-0.7329021574664555,1.171347450534472,0.004284484914815495
2023-02-13,186,0.5095890410958904,121,0.1863608276884445,-0.7300350392197678,1.0970658198080399,0.004664113163929749
